drug_a,drug_b,label
DB09213,DB11757,1
DB01580,DB12332,1
DB00266,DB01118,1
DB00216,DB11796,0
DB12255,DB00699,0
DB01194,DB00726,0
DB00238,DB00396,1
DB01026,DB11823,1
DB01041,DB01576,0
DB01013,DB01253,0
DB00982,DB00334,0
DB09123,DB09124,0
DB00553,DB01472,0
DB01708,DB00392,0
DB00496,DB01104,1
DB00642,DB00543,0
DB01198,DB01263,1
DB00580,DB01685,1
DB01167,DB04841,1
DB01087,DB12001,1
DB00402,DB01079,1
DB00553,DB04841,1
DB00554,DB00224,0
DB06777,DB00337,0
DB04216,DB09290,1
DB00214,DB00409,0
DB01173,DB09195,1
DB00818,DB01183,1
DB00699,DB12332,1
DB04938,DB13174,1
DB12001,DB00253,0
DB00250,DB03010,0
DB01264,DB11901,1
DB08820,DB08807,0
DB11693,DB04825,0
DB01233,DB04840,1
DB12332,DB08903,0
DB09102,DB01628,0
DB00810,DB01621,1
DB00591,DB00705,1
DB00696,DB09128,1
DB09099,DB00924,0
DB03515,DB00685,0
DB00201,DB06803,1
DB00277,DB01026,1
DB01198,DB12147,1
DB04855,DB09048,1
DB00740,DB09296,0
DB01026,DB01118,1
DB01029,DB00199,0
DB00799,DB06210,1
DB00704,DB08901,0
DB00591,DB01131,0
DB00679,DB00850,1
DB00924,DB06626,1
DB06228,DB06626,1
DB01406,DB09167,0
DB00850,DB01036,1
DB00379,DB00712,0
DB01152,DB00846,0
DB01400,DB00699,0
DB00330,DB06595,1
DB00379,DB00531,1
DB00205,DB00201,0
DB00850,DB01228,1
DB00322,DB05109,1
DB00532,DB00705,1
DB00243,DB02703,1
DB00475,DB11915,0
DB12329,DB00731,0
DB01007,DB09245,0
DB00330,DB01580,1
DB01155,DB00960,0
DB00496,DB01096,1
DB06144,DB00437,0
DB01264,DB01337,0
DB00545,DB00864,0
DB01130,DB01405,0
DB01259,DB00687,0
DB00888,DB00104,0
DB00850,DB00932,1
DB01032,DB11575,0
DB00425,DB00580,1
DB01418,DB04835,0
DB00779,DB12245,1
DB12457,DB01193,0
DB04889,DB12693,1
DB00737,DB04552,0
DB00194,DB00934,0
DB00783,DB08995,1
DB09238,DB11614,1
DB00499,DB00877,1
DB00209,DB00820,0
DB06781,DB09280,0
DB01167,DB06148,1
DB00327,DB08995,1
DB00201,DB00384,1
DB04076,DB11697,1
DB00288,DB04938,0
DB09236,DB00627,0
DB00531,DB01283,1
DB12457,DB01410,0
DB00549,DB09083,0
DB12713,DB00184,0
DB00891,DB01320,1
DB00496,DB00983,1
DB00612,DB01026,1
DB00784,DB12941,1
DB00787,DB01118,1
DB00317,DB04889,1
DB09185,DB11619,1
DB00574,DB09173,1
DB00783,DB01072,1
DB01611,DB04911,1
DB01008,DB09030,1
DB09101,DB09291,1
DB00255,DB01264,1
DB03783,DB09198,1
DB00831,DB09185,1
DB01708,DB00787,0
DB01418,DB09224,0
DB11915,DB11986,0
DB00580,DB05219,0
DB00266,DB12319,1
DB00953,DB00443,0
DB01624,DB09173,1
DB06152,DB11730,1
DB00717,DB01393,0
DB01283,DB06077,0
DB08815,DB12267,0
DB00773,DB00802,1
DB01263,DB05541,1
DB06777,DB00851,0
DB00412,DB08811,0
DB01087,DB05239,1
DB00213,DB11718,1
DB00872,DB08865,1
DB01472,DB13874,1
DB08873,DB01152,0
DB01018,DB12582,0
DB01210,DB01380,0
DB00467,DB00661,1
DB00530,DB01079,1
DB00489,DB02789,0
DB00864,DB13879,1
DB01338,DB00266,0
DB01559,DB11963,0
DB06725,DB09048,1
DB00215,DB00851,1
DB02789,DB00349,0
DB00204,DB01009,0
DB01069,DB01100,1
DB00696,DB12543,1
DB01007,DB00304,0
DB09124,DB09274,0
DB00976,DB04828,1
DB00343,DB01200,1
DB00337,DB01103,0
DB00320,DB08895,1
DB01041,DB01411,1
DB01098,DB01064,0
DB01072,DB06152,1
DB00700,DB00872,1
DB01173,DB09227,1
DB09101,DB13003,1
DB09017,DB00338,0
DB06237,DB00927,0
DB00346,DB00448,1
DB00118,DB00501,0
DB08807,DB09071,0
DB00846,DB06781,0
DB11823,DB06210,0
DB09049,DB00467,0
DB01064,DB12005,0
DB00678,DB02187,0
DB00764,DB01192,0
DB00571,DB09065,1
DB00968,DB12582,0
DB00495,DB00370,0
DB00401,DB01406,1
DB01174,DB00787,0
DB01058,DB06789,1
DB04076,DB04845,1
DB01601,DB04794,0
DB01136,DB12319,1
DB05812,DB11586,1
DB00367,DB00656,1
DB01044,DB11560,0
DB05039,DB01103,0
DB00495,DB00677,0
DB09204,DB09389,0
DB09389,DB11796,0
DB01130,DB00668,0
DB00783,DB08910,1
DB04841,DB01536,0
DB09102,DB12278,0
DB00444,DB05990,0
DB00699,DB01388,1
DB00186,DB00699,0
DB00233,DB00787,0
DB08931,DB00740,0
DB01645,DB01165,0
DB08868,DB06077,0
DB00352,DB00669,0
DB00469,DB12332,1
DB08502,DB13878,0
DB00367,DB01233,0
DB00945,DB09555,0
DB13783,DB12130,0
DB01177,DB12245,1
DB11757,DB11823,1
DB01544,DB13874,1
DB00744,DB06712,1
DB00304,DB00734,0
DB00205,DB08873,0
DB06701,DB01268,0
DB05219,DB04846,0
DB03515,DB00195,0
DB13919,DB04845,0
DB00334,DB13879,0
DB09073,DB12235,1
DB00224,DB08882,1
DB00717,DB12141,1
DB00806,DB00827,1
DB12218,DB09225,0
DB01118,DB09555,1
DB00730,DB03756,0
DB04841,DB00279,0
DB02789,DB00998,0
DB00215,DB01058,1
DB11737,DB01283,0
DB00118,DB04725,0
DB09195,DB01198,0
DB01079,DB08807,1
DB00531,DB01176,1
DB01050,DB01094,0
DB00731,DB01369,0
DB01409,DB01472,1
DB01059,DB00813,0
DB09185,DB09232,1
DB00862,DB08912,1
DB00215,DB12887,1
DB00906,DB03701,0
DB04938,DB06726,1
DB00309,DB06292,0
DB00199,DB00184,0
DB00448,DB00476,1
DB01409,DB05271,1
DB00712,DB01544,1
DB01558,DB00353,0
DB08804,DB04356,0
DB01591,DB04832,1
DB00334,DB09167,1
DB01591,DB12674,0
DB01047,DB00669,0
DB00214,DB00726,1
DB00788,DB06401,0
DB06817,DB12874,1
DB00261,DB01369,0
DB01211,DB01611,1
DB00379,DB01171,1
DB01624,DB09291,1
DB01065,DB08868,0
DB01355,DB13174,1
DB09227,DB11613,1
DB00443,DB01192,0
DB09245,DB01047,0
DB00675,DB06148,1
DB08846,DB06419,0
DB00187,DB09061,1
DB00802,DB01406,1
DB04856,DB06739,1
DB01098,DB00850,0
DB01601,DB04825,1
DB01173,DB12267,1
DB00586,DB11886,0
DB00496,DB05219,0
DB08880,DB12278,0
DB00365,DB04076,1
DB00738,DB00843,1
DB00751,DB05109,1
DB00489,DB01611,1
DB00454,DB00997,1
DB03496,DB01611,0
DB00545,DB00365,0
DB00539,DB01232,1
DB01295,DB01544,0
DB00173,DB04920,0
DB00356,DB04557,0
DB00322,DB00617,1
DB04829,DB04839,0
DB00814,DB00268,0
DB01072,DB11751,1
DB06712,DB12332,1
DB00796,DB08922,1
DB01393,DB00700,0
DB00288,DB01245,0
DB00960,DB04889,1
DB00188,DB09555,1
DB06335,DB00194,0
DB00169,DB00721,0
DB09225,DB13874,1
DB00851,DB01136,1
DB09048,DB11679,1
DB00531,DB00731,1
DB01611,DB06636,1
DB08995,DB04356,0
DB01062,DB13878,0
DB01261,DB06691,0
DB06203,DB09291,1
DB09296,DB00571,0
DB04630,DB00530,0
DB00582,DB00909,1
DB11619,DB01873,0
DB00741,DB06595,1
DB01623,DB04216,1
DB00593,DB11730,1
DB09013,DB08882,0
DB01623,DB12026,1
DB00617,DB09099,0
DB00270,DB12548,1
DB01232,DB01261,1
DB11614,DB12319,1
DB11682,DB01252,0
DB00836,DB00863,0
DB00973,DB01050,0
DB01195,DB09241,1
DB01283,DB01645,1
DB06803,DB01211,0
DB00253,DB04825,0
DB00738,DB06287,1
DB01611,DB12001,0
DB00448,DB04920,1
DB01211,DB00998,0
DB09297,DB04630,0
DB04854,DB00489,0
DB00674,DB09183,1
DB12693,DB05039,0
DB06777,DB09048,1
DB01263,DB11796,1
DB12612,DB00454,0
DB05885,DB11574,0
DB00932,DB09054,1
DB00444,DB01238,1
DB00872,DB11951,1
DB00661,DB04975,1
DB09053,DB00365,0
DB00977,DB11730,1
DB00672,DB09183,0
DB00499,DB00586,1
DB01035,DB08933,0
DB01012,DB06702,1
DB09065,DB00891,0
DB00818,DB05885,0
DB01252,DB00201,0
DB12371,DB01114,0
DB01591,DB00758,0
DB00377,DB06603,1
DB00946,DB01274,1
DB00346,DB06712,1
DB01611,DB08864,1
DB00472,DB06212,1
DB00862,DB11682,0
DB01577,DB12001,0
DB01035,DB05812,1
DB00924,DB01708,0
DB00820,DB01095,1
DB01411,DB05219,0
DB03756,DB04856,1
DB01007,DB06207,1
DB00532,DB09173,1
DB00530,DB04846,1
DB00477,DB01628,1
DB12466,DB00186,0
DB06401,DB01013,0
DB01394,DB04884,1
DB08877,DB00734,0
DB00679,DB00857,1
DB00621,DB00862,1
DB00549,DB11952,1
DB04630,DB04829,0
DB00617,DB01393,1
DB06654,DB09143,0
DB00448,DB00764,1
DB08439,DB11986,0
DB04572,DB00700,0
DB00487,DB09128,0
DB01411,DB11679,1
DB12471,DB11712,0
DB00248,DB11679,0
DB11581,DB12543,1
DB00202,DB01233,1
DB00213,DB04896,1
DB01338,DB00706,0
DB00953,DB00414,0
DB00476,DB01026,1
DB00234,DB00309,0
DB01369,DB09225,0
DB01074,DB04829,1
DB12001,DB00575,0
DB04957,DB09185,1
DB09090,DB09291,0
DB01134,DB01577,0
DB00758,DB01263,1
DB09299,DB00714,0
DB09079,DB01192,0
DB01103,DB13879,0
DB00621,DB00629,0
DB04896,DB11613,1
DB00904,DB12147,1
DB00361,DB01224,1
DB00333,DB01029,1
DB00749,DB06594,1
DB06148,DB09238,1
DB00956,DB00759,0
DB00343,DB00891,1
DB01026,DB09185,1
DB00445,DB00294,0
DB00261,DB13874,1
DB00283,DB01201,0
DB00908,DB04975,0
DB00213,DB04854,0
DB01259,DB05294,1
DB04574,DB09048,1
DB00208,DB02134,1
DB01708,DB01252,0
DB01165,DB01130,0
DB00187,DB08995,0
DB00343,DB08933,0
DB01384,DB09039,1
DB01384,DB00549,0
DB00712,DB04557,1
DB01611,DB12329,0
DB00193,DB08808,1
DB00469,DB08881,1
DB08875,DB12245,1
DB00622,DB00783,1
DB01580,DB01210,0
DB00186,DB00227,1
DB11952,DB12235,1
DB09061,DB09173,1
DB04828,DB04938,0
DB01536,DB00448,0
DB00764,DB12457,0
DB01036,DB01173,1
DB00849,DB00851,0
DB04076,DB09183,0
DB09185,DB12329,1
DB04557,DB09167,0
DB00543,DB00253,0
DB00588,DB00608,1
DB00590,DB00762,1
DB08816,DB01611,0
DB11855,DB00528,0
DB00934,DB01264,1
DB04216,DB01068,0
DB00959,DB01369,0
DB00918,DB00951,1
DB01165,DB00549,0
DB00252,DB00437,1
DB00193,DB06512,1
DB00705,DB01012,1
DB06267,DB06210,0
DB00850,DB11837,1
DB04572,DB08865,1
DB08808,DB09061,1
DB08882,DB09102,1
DB09330,DB12267,1
DB00622,DB00228,0
DB09389,DB06419,0
DB00737,DB01012,1
DB00934,DB00353,0
DB00327,DB06268,1
DB00749,DB06626,0
DB11791,DB00753,0
DB00476,DB09102,0
DB00972,DB12161,1
DB00629,DB04356,1
DB00574,DB00896,0
DB00361,DB00240,0
DB00744,DB09288,1
DB00501,DB00836,1
DB00764,DB12329,0
DB00444,DB12245,1
DB00849,DB11586,1
DB00396,DB01406,1
DB00571,DB01263,1
DB00976,DB01384,1
DB08882,DB12161,1
DB01126,DB09185,1
DB00843,DB00487,0
DB00201,DB01411,0
DB00817,DB09143,0
DB01369,DB00608,0
DB04855,DB05271,1
DB08502,DB00636,0
DB08827,DB12483,1
DB01137,DB01412,1
DB12471,DB04957,0
DB00503,DB00933,1
DB00988,DB06595,0
DB12141,DB01095,0
DB00379,DB08873,1
DB11901,DB05219,0
DB06210,DB06152,0
DB09095,DB11613,0
DB00475,DB00495,0
DB00687,DB01167,1
DB01248,DB00467,0
DB04854,DB06777,1
DB04630,DB00425,0
DB00788,DB01223,1
DB01048,DB01227,0
DB05812,DB12319,0
DB01611,DB04896,1
DB00857,DB09288,1
DB00738,DB01211,1
DB00356,DB00788,1
DB00752,DB06730,0
DB04896,DB12278,1
DB00762,DB06712,1
DB00865,DB02703,1
DB01036,DB01096,1
DB01261,DB08502,1
DB01048,DB00927,0
DB11619,DB11682,0
DB00289,DB04841,1
DB00335,DB00487,0
DB00783,DB11697,1
DB00629,DB00391,0
DB00951,DB00933,0
DB01380,DB01136,0
DB00705,DB01236,0
DB06695,DB00924,0
DB00477,DB12597,1
DB01048,DB01194,0
DB09013,DB00973,0
DB13919,DB00819,0
DB01098,DB00933,0
DB00730,DB01191,1
DB00622,DB00636,1
DB00250,DB09227,1
DB00177,DB00316,0
DB00753,DB09167,1
DB01177,DB05271,1
DB13919,DB11967,0
DB06268,DB06594,1
DB00209,DB11963,1
DB06817,DB11693,0
DB09291,DB00330,0
DB06725,DB08995,1
DB00911,DB09048,1
DB00499,DB11652,1
DB08995,DB00674,0
DB04356,DB01395,0
DB00440,DB04832,1
DB00924,DB01047,0
DB03496,DB01171,0
DB00952,DB09173,0
DB00724,DB00261,0
DB01685,DB04574,1
DB04975,DB01595,0
DB09198,DB00778,0
DB01195,DB03783,1
DB00753,DB00744,0
DB00337,DB00744,0
DB01232,DB11817,1
DB00914,DB01007,0
DB03701,DB00215,0
DB11986,DB00724,0
DB00753,DB12235,0
DB00545,DB01165,0
DB00741,DB00228,0
DB02789,DB00531,0
DB00392,DB01628,0
DB06412,DB08864,0
DB01190,DB04855,1
DB01131,DB01274,1
DB00956,DB01064,0
DB03756,DB08910,0
DB03010,DB04838,0
DB08811,DB06335,0
DB00356,DB12874,0
DB01131,DB09213,1
DB00381,DB01118,1
DB00932,DB11586,1
DB06148,DB11672,1
DB06678,DB00851,0
DB00694,DB09273,0
DB00545,DB00186,0
DB00335,DB12141,0
DB00956,DB11963,1
DB00877,DB08808,0
DB01338,DB11886,0
DB00677,DB08864,0
DB03701,DB00324,0
DB01138,DB11614,1
DB00699,DB00904,1
DB05541,DB00685,0
DB01232,DB08903,1
DB09290,DB00324,0
DB00555,DB12371,0
DB00317,DB09216,0
DB01410,DB12693,1
DB00215,DB01248,1
DB11886,DB00593,0
DB00794,DB01165,0
DB01062,DB09079,1
DB00983,DB06730,1
DB01261,DB01210,0
DB01217,DB08502,1
DB04216,DB00699,0
DB00574,DB01275,0
DB00866,DB01264,1
DB00289,DB00972,1
DB00288,DB04829,0
DB00988,DB00776,0
DB00697,DB11757,1
DB06605,DB08901,1
DB00586,DB01544,1
DB00590,DB04894,1
DB00482,DB00621,1
DB00346,DB00414,0
DB12161,DB00860,0
DB00365,DB01645,1
DB00289,DB00574,1
DB00346,DB06419,1
DB00409,DB00907,1
DB00741,DB01058,1
DB00818,DB01685,1
DB01131,DB01392,1
DB00857,DB00914,1
DB04070,DB00209,0
DB00866,DB01137,0
DB00977,DB01126,1
DB06267,DB00674,0
DB00489,DB11915,1
DB00598,DB12141,0
DB01254,DB06712,1
DB13919,DB08868,0
DB00177,DB05708,0
DB01259,DB01018,0
DB00214,DB12329,0
DB08827,DB00621,0
DB04871,DB11915,1
DB00810,DB09288,1
DB00946,DB01195,1
DB00951,DB01227,1
DB00997,DB01359,1
DB11886,DB00476,0
DB13783,DB01252,0
DB09128,DB13174,1
DB01667,DB05708,1
DB00740,DB01076,0
DB00762,DB09048,1
DB00571,DB09185,1
DB01138,DB09225,0
DB00518,DB00599,1
DB00851,DB00439,0
DB00717,DB01014,0
DB00530,DB06817,1
DB11575,DB00289,0
DB00370,DB00758,1
DB00714,DB09053,1
DB08918,DB00545,0
DB00467,DB00717,0
DB05154,DB00731,0
DB01041,DB13174,1
DB01013,DB00118,0
DB01621,DB09143,0
DB02709,DB00317,0
DB00195,DB01558,1
DB00382,DB00381,0
DB12161,DB12371,0
DB01685,DB06726,0
DB04835,DB09330,0
DB04356,DB11963,0
DB01621,DB01248,0
DB00582,DB04856,1
DB00414,DB12582,0
DB06210,DB06817,1
DB00764,DB00865,0
DB08816,DB04825,0
DB00976,DB06712,1
DB00227,DB04938,1
DB11560,DB12245,1
DB08439,DB08881,1
DB01406,DB01064,0
DB01405,DB01018,0
DB00177,DB11689,1
DB00655,DB09225,0
DB02134,DB09048,0
DB01018,DB01667,0
DB13874,DB00953,0
DB00549,DB01411,1
DB00549,DB11586,1
DB00440,DB06210,1
DB00582,DB00891,1
DB00440,DB00661,1
DB00730,DB00908,1
DB01208,DB04871,0
DB09173,DB09017,0
DB00353,DB11886,1
DB13158,DB09555,0
DB00820,DB09053,1
DB06594,DB12005,1
DB00758,DB11712,1
DB01177,DB01580,1
DB00414,DB01036,1
DB00356,DB06729,1
DB00532,DB12147,1
DB01018,DB13179,1
DB01152,DB03010,0
DB01536,DB04844,0
DB06267,DB06603,0
DB01009,DB01211,0
DB01319,DB09079,1
DB00554,DB08880,1
DB00857,DB00213,0
DB00353,DB00186,0
DB01217,DB04216,1
DB13003,DB00378,0
DB00627,DB01577,1
DB06781,DB05219,0
DB00888,DB08439,0
DB00379,DB04938,1
DB08875,DB09238,1
DB00532,DB00590,1
DB06282,DB00233,0
DB02134,DB00708,0
DB01037,DB06803,1
DB00530,DB00758,1
DB00195,DB00494,1
DB00440,DB01176,1
DB00209,DB01195,1
DB01198,DB04839,1
DB00817,DB06210,1
DB00877,DB00972,1
DB00799,DB01259,1
DB00675,DB01224,1
DB00997,DB08931,0
DB00683,DB00977,1
DB00472,DB08896,1
DB00315,DB00779,1
DB00528,DB06636,1
DB00352,DB00663,0
DB00877,DB11672,1
DB06781,DB09232,0
DB08811,DB06789,0
DB08907,DB04557,0
DB00401,DB02703,1
DB01211,DB12978,1
DB00199,DB06237,1
DB04855,DB09173,1
DB00586,DB09297,1
DB00677,DB01166,0
DB01355,DB01252,0
DB05039,DB06218,0
DB06595,DB06789,1
DB00244,DB00433,0
DB00627,DB08807,1
DB00711,DB01253,0
DB00448,DB00736,1
DB00927,DB00956,0
DB00819,DB00758,0
DB01129,DB01411,0
DB04557,DB09063,1
DB09224,DB12267,0
DB00309,DB01406,1
DB09128,DB00911,0
DB00586,DB00998,1
DB00805,DB00908,1
DB00465,DB01611,1
DB00841,DB01217,0
DB08827,DB09073,1
DB00863,DB09128,1
DB00208,DB00213,1
DB04884,DB09167,1
DB00412,DB09039,0
DB00850,DB05814,0
DB00396,DB12543,0
DB00617,DB08502,1
DB00705,DB01062,1
DB01193,DB01403,1
DB01583,DB00998,0
DB00784,DB01114,0
DB00951,DB12147,1
DB01576,DB06729,1
DB01087,DB11986,1
DB09327,DB00907,0
DB01232,DB11757,1
DB00736,DB00233,0
DB04725,DB00338,0
DB00494,DB01194,0
DB06739,DB09238,1
DB08820,DB00866,0
DB00315,DB13878,1
DB00717,DB13879,1
DB00724,DB04552,0
DB00384,DB00857,1
DB00261,DB04076,1
DB01667,DB01036,0
DB00263,DB00347,1
DB00661,DB01094,1
DB01026,DB01261,1
DB00865,DB08907,0
DB06789,DB00543,0
DB00912,DB11951,0
DB00685,DB00736,0
DB01002,DB01012,1
DB01764,DB04896,0
DB01192,DB09238,1
DB00439,DB05271,1
DB01223,DB11855,0
DB04894,DB09235,0
DB06144,DB00620,0
DB00744,DB00904,1
DB00672,DB01041,1
DB00465,DB00745,1
DB01576,DB05271,1
DB00215,DB00857,1
DB00636,DB00932,1
DB00384,DB01223,1
DB04840,DB01708,0
DB11712,DB08815,0
DB00363,DB04835,1
DB01118,DB09099,1
DB00779,DB00956,0
DB00978,DB06401,0
DB01587,DB00559,0
DB00414,DB02187,0
DB00240,DB00177,0
DB00738,DB12255,0
DB08933,DB00555,0
DB00215,DB11652,1
DB01591,DB00906,0
DB06595,DB09054,1
DB00968,DB01026,0
DB00678,DB01167,1
DB00328,DB05239,1
DB06741,DB01126,0
DB12147,DB03701,0
DB01369,DB06701,0
DB01058,DB01181,1
DB01319,DB00351,0
DB08901,DB12693,1
DB00545,DB00323,0
DB00233,DB11679,0
DB01177,DB01337,0
DB00952,DB01171,1
DB01238,DB01395,0
DB01685,DB08502,1
DB01275,DB00202,0
DB00699,DB01410,1
DB00494,DB00699,1
DB08893,DB01138,0
DB00477,DB04840,1
DB00675,DB09128,1
DB00759,DB09101,1
DB00353,DB04889,0
DB01297,DB00445,0
DB01472,DB09238,1
DB00495,DB00714,1
DB00738,DB01096,1
DB00487,DB00574,1
DB09195,DB01044,0
DB00603,DB09555,0
DB00320,DB02489,0
DB00863,DB04652,0
DB01076,DB00721,0
DB01338,DB09065,0
DB04871,DB00539,0
DB12874,DB01295,0
DB05541,DB11718,1
DB09017,DB00861,0
DB12235,DB12332,1
DB00343,DB11737,1
DB08895,DB01014,0
DB01418,DB12887,1
DB00745,DB06739,1
DB03701,DB00736,0
DB01012,DB06726,1
DB00489,DB00726,1
DB01395,DB00455,0
DB01263,DB01591,1
DB00322,DB11730,0
DB01411,DB01544,1
DB09274,DB08893,0
DB00831,DB06803,1
DB01559,DB06268,0
DB00857,DB01012,1
DB00227,DB00663,1
DB11693,DB12130,0
DB00240,DB00726,0
DB00273,DB13174,0
DB00972,DB09213,1
DB08846,DB01233,0
DB00454,DB05294,1
DB06654,DB01394,0
DB00328,DB12874,1
DB12184,DB00328,0
DB06738,DB00982,0
DB00949,DB12466,1
DB00947,DB01072,1
DB09330,DB00820,0
DB00220,DB09063,1
DB06777,DB00475,0
DB00169,DB00714,0
DB06287,DB06691,0
DB00717,DB08827,1
DB00304,DB00437,0
DB09071,DB06605,0
DB00472,DB00621,1
DB01194,DB11828,0
DB09327,DB06774,0
DB06777,DB11963,0
DB00570,DB00933,1
DB00440,DB11823,1
DB00762,DB09238,1
DB01591,DB01667,0
DB00201,DB00315,1
DB00250,DB11837,1
DB00539,DB01009,0
DB09236,DB06693,0
DB00209,DB00379,1
DB01409,DB00365,0
DB00752,DB11697,0
DB01009,DB00557,0
DB00674,DB01577,1
DB09223,DB12005,0
DB00757,DB06774,0
DB12184,DB00528,0
DB00951,DB09013,0
DB06595,DB04844,0
DB01100,DB08808,1
DB01072,DB01580,0
DB12301,DB00968,0
DB00489,DB02703,1
DB11613,DB09224,0
DB08807,DB09071,0
DB13878,DB04839,0
DB01012,DB09225,1
DB00553,DB01264,0
DB01118,DB06282,1
DB00468,DB00904,1
DB00993,DB03575,0
DB09039,DB09073,1
DB01117,DB04898,1
DB00787,DB00546,0
DB00862,DB09225,0
DB00783,DB00978,1
DB09224,DB00378,0
DB09235,DB11823,0
DB01012,DB01075,1
DB01191,DB02134,1
DB01764,DB11952,1
DB05294,DB00173,0
DB04855,DB11796,1
DB00327,DB09229,0
DB01039,DB00685,0
DB00751,DB09102,0
DB01176,DB05154,0
DB00773,DB01026,1
DB01195,DB13179,0
DB00724,DB00465,0
DB05812,DB12612,1
DB13179,DB00208,0
DB01018,DB00233,0
DB00799,DB00475,0
DB09071,DB11730,1
DB00195,DB00857,1
DB01193,DB08864,1
DB01319,DB12887,1
DB00934,DB11753,1
DB09143,DB00865,0
DB00864,DB01667,0
DB00477,DB01392,1
DB11901,DB01764,0
DB00744,DB01176,1
DB01166,DB05219,0
DB00279,DB08995,0
DB11978,DB01418,0
DB00598,DB12245,1
DB12674,DB00977,0
DB00476,DB05294,0
DB00945,DB06218,1
DB01074,DB09128,1
DB00395,DB00495,0
DB01558,DB11697,1
DB01395,DB11712,0
DB09227,DB06741,0
DB01264,DB06726,1
DB01086,DB11586,1
DB00414,DB01117,1
DB00379,DB01409,1
DB00234,DB09053,1
DB06700,DB08865,1
DB09327,DB00335,0
DB00191,DB00347,0
DB01263,DB01536,1
DB00252,DB06594,1
DB11751,DB01355,0
DB06218,DB06595,1
DB00224,DB04574,1
DB00776,DB00173,0
DB03515,DB04938,0
DB00264,DB00846,0
DB00677,DB13874,0
DB04846,DB06287,1
DB00188,DB02703,1
DB01357,DB09185,1
DB00273,DB06739,1
DB01087,DB01224,1
DB00343,DB01018,1
DB00543,DB00792,1
DB00494,DB08896,1
DB01044,DB03515,0
DB01590,DB04889,1
DB06700,DB06730,1
DB01708,DB04861,0
DB11560,DB11921,0
DB04630,DB00448,0
DB05812,DB01411,0
DB00530,DB11691,0
DB12026,DB06267,0
DB00998,DB12329,0
DB01166,DB13179,1
DB00677,DB01048,0
DB01176,DB06401,0
DB04911,DB01103,0
DB00315,DB11730,0
DB00363,DB06218,1
DB01098,DB09030,1
DB00270,DB12026,1
DB00717,DB00751,0
DB08882,DB01245,0
DB12319,DB00773,0
DB00599,DB01132,0
DB01086,DB04871,1
DB09061,DB09297,1
DB00934,DB04861,1
DB00724,DB00186,0
DB09204,DB00444,0
DB01223,DB01400,0
DB01406,DB12093,1
DB00531,DB04894,1
DB00234,DB06203,1
DB00177,DB00378,0
DB00745,DB06725,1
DB01096,DB00439,0
DB00951,DB11978,1
DB00582,DB09061,1
DB00396,DB00486,1
DB01577,DB04856,0
DB00472,DB04557,1
DB05039,DB01369,0
DB00997,DB01395,1
DB00250,DB01195,1
DB01406,DB06212,1
DB09049,DB04572,0
DB00557,DB00705,1
DB04841,DB09053,1
DB00814,DB08873,1
DB08439,DB04839,0
DB00392,DB01059,0
DB00736,DB00737,0
DB11691,DB00623,0
DB01118,DB01177,1
DB08864,DB12005,1
DB00409,DB09053,1
DB08877,DB12319,1
DB00193,DB01319,0
DB08816,DB08811,0
DB06512,DB00448,0
DB04856,DB01168,0
DB00582,DB00956,1
DB00388,DB00933,0
DB00486,DB00857,1
DB00283,DB11915,1
DB01009,DB00570,0
DB11995,DB01013,0
DB09083,DB08439,0
DB01094,DB01096,0
DB00932,DB08867,1
DB01103,DB00911,0
DB00904,DB08798,1
DB08875,DB08931,1
DB00199,DB08811,0
DB00343,DB00564,1
DB00486,DB08827,0
DB13003,DB00998,0
DB02134,DB06210,1
DB11967,DB09195,0
DB00216,DB04856,1
DB00586,DB01233,1
DB01036,DB04840,1
DB00163,DB00661,1
DB00936,DB01319,0
DB00370,DB04574,1
DB01008,DB06077,0
DB11943,DB09034,0
DB01303,DB01873,1
DB00736,DB00266,0
DB11791,DB04908,0
DB00976,DB08868,0
DB00672,DB01195,1
DB06603,DB08933,0
DB04828,DB13179,1
DB04977,DB09099,0
DB01228,DB11751,0
DB01274,DB04856,1
DB00250,DB09101,1
DB00947,DB11574,0
DB00712,DB13878,1
DB06210,DB01559,0
DB00872,DB00978,0
DB05812,DB00603,0
DB04920,DB12130,0
DB01590,DB02187,0
DB00608,DB13174,1
DB01045,DB01044,0
DB00564,DB01590,1
DB00582,DB09034,1
DB00851,DB00753,0
DB01104,DB00836,0
DB00224,DB00910,1
DB00956,DB01211,1
DB09034,DB11986,1
DB06693,DB00731,0
DB01412,DB04889,1
DB01395,DB00862,0
DB00277,DB00382,1
DB00216,DB09389,0
DB00706,DB09291,1
DB00699,DB11855,1
DB06605,DB11672,1
DB01044,DB01097,1
DB00934,DB09238,1
DB01222,DB09101,1
DB01134,DB05219,0
DB04216,DB01096,0
DB00444,DB00518,1
DB06739,DB07615,1
DB00531,DB04856,1
DB08903,DB09124,0
DB00627,DB09079,1
DB00176,DB00779,1
DB00330,DB09143,1
DB01214,DB01409,0
DB12693,DB00977,0
DB00328,DB09297,1
DB00627,DB01576,1
DB00891,DB01211,0
DB00549,DB00731,1
DB00575,DB06605,1
DB09034,DB12301,0
DB04856,DB00860,0
DB12941,DB00289,0
DB00839,DB00904,1
DB00911,DB11619,0
DB04557,DB12319,1
DB00571,DB11730,1
DB00627,DB06412,0
DB01210,DB00695,0
DB00307,DB01037,1
